player_name,dg_id,skill_pred,custom_pred,p_make_cut,p_make_cut_model,win_prob_model,win_fair_odds_dec,win_prob_anchored,win_fair_odds_dec_anchored,top5_prob_model,top5_fair_odds_dec,top5_prob_anchored,top5_fair_odds_dec_anchored,top10_prob_model,top10_fair_odds_dec,top10_prob_anchored,top10_fair_odds_dec_anchored,top20_prob_model,top20_fair_odds_dec,top20_prob_anchored,top20_fair_odds_dec_anchored,top20_prob_dh,top20_fair_odds_dec_dh,top20_prob_anchored_dh,top20_fair_odds_dec_anchored_dh,sg_app,sg_ott,sg_arg,sg_putt,sg_total,driving_acc,driving_dist,total_fit_adjustment,total_course_history_adjustment,timing_adjustment,std_deviation,market_odds_best_dec,market_book_best,market_prob_best,edge_prob,value_flag,bet_flag
"Henley, Russell",14578,0.4225000000000001,0.4610878194047359,0.7874015748031495,0.71715,0.0135,74.07407407407408,0.0170166666666666,58.76591576885413,0.0787,12.706480304955528,0.0919422817460315,10.876388762705064,0.1599,6.253908692933083,0.183891602910978,5.437986205841603,0.32145,3.110903717529942,0.3564019004606505,2.805821177461447,0.3221620208386385,3.1040282072878806,0.3571913407470352,2.7996199401379256,0.535,0.259,0.297,0.338,1.429,0.097,-8.504,-0.0716358122824897,0.298236811204653,0.0408973009026792,2.72271036638744,10.0,unibet,0.1,-0.008057718253968504,False,False
"Straka, Sepp",17511,0.3474,0.3748629838515909,0.6993006993006994,0.6758,0.0124,80.64516129032258,0.011075,90.29345372460496,0.0676,14.792899408284024,0.063062576058201,15.857265314964147,0.13555,7.377351530800443,0.1308865197302695,7.640206203517343,0.28135,3.554291807357384,0.2741652151552149,3.647435723871328,0.2807362516650017,3.562062234817058,0.273567140002146,3.655409783470908,0.487,0.251,0.029,0.139,0.905,0.039,-0.335,-0.0258515709106096,0.077820947044879,0.104800779884905,2.81892844157977,14.0,unibet,0.07142857142857142,-0.00836599537037043,False,False
"Burns, Sam",19483,0.2381499999999999,0.2511295929556491,0.7092198581560284,0.6392,0.0096,104.16666666666669,0.0104416666666666,95.77015163607358,0.0513,19.49317738791423,0.0581300297619047,17.202812455041016,0.11165,8.956560680698612,0.1251225444925445,7.992164833728949,0.2361,4.235493434985176,0.2618201028254155,3.8194164206971184,0.2351162914862914,4.253214414358459,0.2607292317360067,3.83539656578484,0.196,0.293,-0.015,0.586,1.06,-0.009,9.021,0.0899658791512824,-0.0150032481375877,-0.0138154782698463,2.84834928699379,15.0,bet365,0.06666666666666667,-0.008536636904761967,False,False
"Bhatia, Akshay",26096,0.4532,0.4761097027381236,0.7407407407407407,0.71145,0.01695,58.99705014749263,0.0156166666666666,64.03415154749206,0.08545,11.702750146284377,0.0821984457671957,12.165680149624997,0.1669,5.991611743559018,0.165394581228956,6.046147295573718,0.3247,3.079765937788728,0.3259277137214635,3.068164988432361,0.3239424627578304,3.0869679494520903,0.3251673121772713,3.0753398713546902,0.673,0.165,0.038,0.38,1.256,0.009,1.263,0.0399614154063771,-0.0079880245924378,0.0805781167285693,2.80121118428042,11.0,draftkings,0.09090909090909091,-0.008710645141895207,False,False
"Cantlay, Patrick",15466,0.4505,0.4712421933578641,0.7407407407407407,0.7135,0.01805,55.40166204986149,0.01605,62.30529595015576,0.08345,11.983223487118035,0.0819848842592592,12.197370393763306,0.16775,5.961251862891207,0.166961812169312,5.989393544590447,0.33,3.0303030303030303,0.3292826344488845,3.036904760172626,0.3301218252580752,3.0291847538957546,0.3294041948789495,3.0357840475209588,0.561,0.437,0.163,0.164,1.325,0.008,4.61,0.0368795346088175,0.162426586983767,-0.0549885080573225,2.76553803524856,11.0,bet365,0.09090909090909091,-0.008924206649831706,False,False
"Morikawa, Collin",22085,0.7049500000000001,0.7186008375738006,0.78125,0.78745,0.03595,27.816411682892905,0.0294916666666666,33.907883582933046,0.1519,6.583278472679394,0.1323018386243385,7.558473944110691,0.26885,3.719546215361726,0.2428071729890479,4.118494473164127,0.4588,2.1795989537925022,0.428009417087542,2.3363971914558763,0.4573687752525254,2.186419480533785,0.4266742434391378,2.3437083802848373,0.951,0.724,0.052,-0.043,1.684,0.094,1.986,-0.104191816901757,0.269194792140438,-0.0294500893345688,2.7934881275693,7.0,bet365,0.14285714285714285,-0.010555304232804347,False,False
"Lowry, Shane",13900,0.4077,0.4517910004079561,0.7042253521126761,0.7123,0.0143,69.93006993006993,0.011175,89.48545861297538,0.07875,12.698412698412698,0.065226164021164,15.331271047543574,0.159,6.289308176100628,0.137661158008658,7.264213191763987,0.3178,3.146633102580239,0.2899258992627745,3.4491571899675284,0.3169102308802309,3.155467708386882,0.2891141714081952,3.458841173814747,0.655,0.165,-0.05,0.112,0.881,0.026,-0.458,-0.0208664835379687,0.231334987747814,0.0678202447668885,2.75262095173646,13.0,unibet,0.07692307692307693,-0.011696912901912923,False,False
"Johnson, Dustin",12422,-0.1359999999999999,-0.0898660857929885,0.4739336492890995,0.4954,0.00245,408.16326530612247,0.0017833333333333,560.7476635514123,0.0195,51.282051282051285,0.014553449074074,68.71223411785114,0.04575,21.85792349726776,0.0367370241101491,27.22049551432601,0.11705,8.543357539513028,0.0997354173026048,10.026528459453118,0.1162970292207792,8.598671923954239,0.0990938294778952,10.091445706244189,-0.237,-0.091,-0.018,0.189,-0.158,-0.028,3.943,0.0560222006852913,0.240183538114386,-0.0054902832360239,2.89283147662295,37.0,draftkings,0.02702702702702703,-0.012473577952953029,False,False
"Woodland, Gary",12577,0.18215,0.2228895816057832,0.6060606060606061,0.62575,0.0084,119.04761904761904,0.0060916666666666,164.15868673050662,0.0473,21.14164904862579,0.03799353505291,26.320267345678506,0.10335,9.675858732462506,0.0864539781746031,11.566847716138543,0.22215,4.501462975467027,0.19667185483498,5.0846116280291485,0.2222927958152958,4.498571338456262,0.1967982735514189,5.08134538964196,0.154,0.449,-0.266,0.118,0.455,-0.012,12.247,0.0302094252171989,0.0613683023364629,0.12746225605937,2.85323062783451,19.0,bet365,0.05263157894736842,-0.01463804389445842,False,False
"MacIntyre, Robert",23323,0.3971,0.4385201724754229,0.8264462809917356,0.6956,0.0153,65.35947712418302,0.0239166666666666,41.811846689895496,0.0761,13.140604467805518,0.1147888362794615,8.711648557577757,0.15365,6.508298080052066,0.2167077627465125,4.614509361945286,0.3083,3.243593902043464,0.3935008567127315,2.5412905281932656,0.3084417027417027,3.2421037463842124,0.3936817199960872,2.540123021231311,0.323,0.539,0.218,0.629,1.708,0.024,3.852,0.0670506003682966,0.0630357883016254,0.092773420782599,2.75937874018563,7.5,draftkings,0.13333333333333333,-0.01854449705387183,False,False
"Fleetwood, Tommy",12294,0.5915,0.6383479014870045,0.8333333333333334,0.7749,0.0277,36.101083032490976,0.03315,30.16591251885369,0.1261,7.930214115781126,0.147965667989418,6.758324505867918,0.23265,4.298302170642597,0.266875347222222,3.747067724345925,0.42055,2.3778385447628105,0.462336558187183,2.1629265137954694,0.4214763618326118,2.3726122994227308,0.4633549648958401,2.158172623066195,0.733,0.541,0.308,0.223,1.805,0.069,1.695,-0.0204233097708518,0.276261538191544,0.0474666635622163,2.74745891562632,6.0,unibet,0.16666666666666666,-0.01870099867724867,False,False
"Gotterup, Chris",27774,0.3761,0.3921434631917751,0.7194244604316548,0.6702,0.01535,65.14657980456026,0.0154583333333333,64.69002695417782,0.07755,12.89490651192779,0.0785934556878306,12.723705698499256,0.1529,6.540222367560497,0.1562777137445885,6.39886504632608,0.29485,3.391555027980329,0.304633900983276,3.282628744772889,0.2953589953102453,3.385710324988068,0.3051597861009366,3.276971755607515,0.386,0.546,0.102,0.171,1.205,-0.042,16.402,0.1207140618482037,-0.0502557187049099,-0.0028049568606456,2.91091141096867,10.0,unibet,0.1,-0.0214065443121694,False,False
"Hovland, Viktor",18841,0.4622499999999999,0.4813984273494142,0.7246376811594204,0.71775,0.0167,59.880239520958085,0.0144583333333333,69.16426512968292,0.0856,11.682242990654206,0.0784692195767196,12.7438504600176,0.17495,5.715918833952558,0.1615189890896139,6.191222503535977,0.3339,2.994908655286014,0.318802629847005,3.13673698513687,0.3333414285714285,2.999927144626488,0.3182693143621714,3.1419931324640995,0.723,0.154,0.118,0.143,1.138,0.028,1.063,-6.799651020159697e-05,0.171978154247054,-0.0331734824280174,2.78943227265978,10.0,unibet,0.1,-0.02153078042328041,False,False
"Young, Cameron",26651,0.55105,0.5827164453738505,0.8130081300813008,0.74235,0.02665,37.5234521575985,0.0321166666666666,31.136481577581744,0.11805,8.470986869970352,0.1412405787037035,7.080118257641908,0.2184,4.5787545787545785,0.2533105032467535,3.947724185072125,0.3864,2.587991718426501,0.432161584040959,2.3139493118509646,0.3863190386002886,2.5885340873263734,0.4320710343340608,2.314434249315677,0.589,0.68,0.131,0.44,1.84,0.005,11.062,0.0812689158002234,0.0468435392319655,0.0419306566450544,2.86732292385198,6.0,unibet,0.16666666666666666,-0.025426087962963168,False,False
"Thomas, Justin",14139,0.25255,0.2756449709616435,0.6802721088435374,0.637,0.0096,104.16666666666669,0.0095666666666666,104.52961672473886,0.0553,18.083182640144663,0.0545728968253968,18.32411431629602,0.1137,8.795074758135444,0.1154710645141895,8.660178237788017,0.23785,4.204330460374186,0.2457083544464795,4.069865683862293,0.2378382201948378,4.204538695171856,0.2456961854469332,4.070067258801563,0.338,-0.021,0.401,0.318,1.036,-0.053,5.758,0.1508478463237647,0.182344959796203,-0.1721317113627,2.86631889124631,12.0,bet365,0.08333333333333333,-0.028760436507936527,False,False
"Im, Sungjae",17488,-0.00555,0.041806342686289,0.6024096385542169,0.5437,0.00325,307.6923076923077,0.0031916666666666,313.315926892952,0.02255,44.34589800443459,0.0232869047619047,42.942589847144845,0.05575,17.937219730941703,0.0585489433020683,17.0797275510295,0.1404,7.122507122507122,0.1507773334998335,6.632296624353715,0.1403843777056277,7.123299731376822,0.1507605565205699,6.633034681478899,-0.163,0.106,0.415,0.161,0.519,0.041,-2.787,-0.0026220684264898,0.181776177351351,0.103071648844422,2.79988299156827,19.0,betway,0.05263157894736842,-0.02934467418546372,False,False
"Fitzpatrick, Matt",17646,0.6069500000000001,0.6498731513901719,0.8264462809917356,0.7638,0.03135,31.897926634768737,0.0332,30.12048192771084,0.1316,7.598784194528876,0.144566041967292,6.917253778216114,0.2384,4.194630872483222,0.2609905276667775,3.8315566811557273,0.42065,2.377273267562106,0.450399950026825,2.2202489141938,0.4202359974747474,2.3796152781035644,0.4499566676859602,2.222436229565851,0.769,0.494,0.316,0.289,1.869,0.053,3.017,0.0073589236853078,0.351405556559411,-0.0562973341540074,2.79601510047239,5.7,draftkings,0.17543859649122806,-0.030872554523936058,False,False
"Smith, Cameron",15856,-0.16785,-0.0706192318400569,0.5617977528089888,0.5085,0.00265,377.35849056603774,0.00255,392.156862745098,0.01775,56.33802816901409,0.0181232175925925,55.17783996638238,0.04355,22.96211251435132,0.0457848701067451,21.84127633579719,0.1154,8.665511265164644,0.122993536116661,8.1305085744627,0.1152413101604278,8.677443866334883,0.1228244041884567,8.141704465064132,-0.28,-0.459,0.493,0.516,0.271,-0.051,-3.067,0.1512516742760724,0.387378015996121,0.0443686545265523,2.79088568685306,19.0,draftkings,0.05263157894736842,-0.03450836135477592,False,False
"Day, Jason",9771,0.0926,0.1472620398005219,0.6802721088435374,0.595,0.0054,185.1851851851852,0.0062916666666666,158.9403973509938,0.0341,29.32551319648094,0.0404704761904761,24.709370734691955,0.0793,12.61034047919294,0.0943756316137565,10.595955575615312,0.18555,5.3893829156561575,0.2144895978905355,4.66223075540637,0.1850836045327222,5.402963717530167,0.213950460319884,4.673979193617385,-0.006,0.1,0.339,0.37,0.802,0.013,-0.935,0.0507836588668825,0.271371786884738,0.0189976999721734,2.78498140330273,13.0,bet365,0.07692307692307693,-0.03645260073260083,False,False
"Spieth, Jordan",14636,0.329,0.432959096851897,0.7142857142857143,0.702,0.016,62.5,0.0133,75.18796992481204,0.08105,12.338062924120914,0.0717030522486772,13.946407700077335,0.1588,6.297229219143577,0.1475387301587299,6.777881298857236,0.31155,3.209757663296421,0.2992828375444,3.341320899671186,0.3112256654456655,3.2131026166111045,0.2989712735394732,3.344802957692756,0.445,0.227,0.146,0.129,0.947,-0.003,6.189,0.0503310341246847,0.498029269774307,0.0959424978040696,2.79147075577074,9.0,bet365,0.1111111111111111,-0.03940805886243391,False,False
"Matsuyama, Hideki",13562,0.46225,0.5614521312442644,0.7874015748031495,0.74335,0.024,41.66666666666666,0.0236916666666666,42.20893422441086,0.11125,8.98876404494382,0.113182972883598,8.835251226599613,0.2071,4.8285852245292125,0.2143101996151995,4.66613349152551,0.3813,2.622606871230003,0.392733892889518,2.5462533743715245,0.3799410804473304,2.63198704078704,0.3913342239515595,2.555360453533405,0.672,0.119,0.377,0.252,1.421,0.013,-0.074,0.0536817079063164,0.430149612762724,0.119716738742962,2.79275177435467,6.5,bet365,0.15384615384615385,-0.04066318096255586,False,False
"Schauffele, Xander",19895,0.6746500000000001,0.729958518423238,0.8264462809917356,0.787,0.0422,23.696682464454977,0.0442333333333333,22.60738507912584,0.1622,6.165228113440197,0.1727017625661375,5.790328860234082,0.27895,3.58487184083169,0.2960978306878304,3.377262162566393,0.4669,2.141786249732277,0.4872585703416955,2.052298432224063,0.4662412560478737,2.144812341311383,0.4865711027119369,2.0551980880624283,0.87,0.611,0.151,0.283,1.915,-0.003,11.232,0.0791186727930232,0.26416706941859,-0.000701382740776,2.84909154673809,4.65,draftkings,0.2150537634408602,-0.042352000874722684,False,False
"Rose, Justin",6093,0.33585,0.4412938589803382,0.6711409395973155,0.70185,0.0183,54.6448087431694,0.0134416666666666,74.39553626782403,0.08645,11.56737998843262,0.0694377350889851,14.401391386376453,0.1653,6.049606775559589,0.138120407046657,7.240059752084284,0.3186,3.138731952291274,0.280152969611407,3.5694784937924244,0.3184664177489177,3.140048508312141,0.280035507388155,3.570975728495415,0.531,0.106,0.06,0.113,0.812,0.001,2.368,0.0257955631754301,0.620886515751052,0.0357588449129718,2.86915360144772,8.1,draftkings,0.1234567901234568,-0.0540190550344717,False,False
"Koepka, Brooks",16243,0.26085,0.36135380912846,0.6329113924050632,0.6728,0.014,71.42857142857143,0.0098999999999999,101.01010101010102,0.0717,13.94700139470014,0.0555061011904762,18.01603749051611,0.1401,7.137758743754461,0.115081687109187,8.68947983923125,0.28365,3.5254715318173804,0.242837135133385,4.117986318075785,0.2841305248917749,3.519509212820056,0.2432485198965752,4.111021931089988,0.414,0.213,-0.017,-0.184,0.426,-0.027,6.358,0.0335830143257052,0.344777095547293,0.210353209656125,2.8846668725799,9.0,bet365,0.1111111111111111,-0.055605009920634905,False,False
"Reed, Patrick",14838,0.29885,0.3748997864181314,0.6802721088435374,0.68165,0.0094,106.38297872340424,0.0071666666666666,139.53488372093057,0.05745,17.40644038294169,0.0484649371693121,20.633473566807737,0.12985,7.701193685021178,0.1126281742794242,8.878773063647957,0.2751,3.635041802980734,0.2498293034280535,4.002733011213725,0.275523676046176,3.6294521558009634,0.2502140605763461,3.996577960873133,0.502,-0.037,0.158,0.162,0.785,0.008,-4.139,0.0159433014572229,0.428058121732719,0.0432620393338948,2.70208905958072,9.2,draftkings,0.10869565217391305,-0.060230715004600956,False,False
"Aberg, Ludvig",23950,0.50895,0.5823464843615865,0.819672131147541,0.74125,0.0269,37.17472118959108,0.0335416666666666,29.813664596273306,0.1164,8.59106529209622,0.1421881944444445,7.032932684089452,0.2173,4.601932811780948,0.2547587262506015,3.925282618253941,0.38835,2.574996781254024,0.4350907800185924,2.298370928377907,0.388294816017316,2.575362736636188,0.4350289542375432,2.298697570033373,0.554,0.605,0.192,0.338,1.69,0.013,12.023,0.0718762315741864,0.101735279725997,0.218804730439248,2.88387103788204,4.8,draftkings,0.20833333333333334,-0.06614513888888884,False,False
"McIlroy, Rory",10091,0.6602500000000001,0.6907494739089012,0.8333333333333334,0.77775,0.03795,26.35046113306983,0.0439083333333333,22.77472006073258,0.1558,6.418485237483954,0.175372681878307,5.702142370690954,0.27165,3.681207436039021,0.298733951997077,3.347460150795932,0.45075,2.2185246810870773,0.485407935710123,2.060122891351291,0.450463676046176,2.2199348208877385,0.4850995964547263,2.06143234772476,0.687,0.934,0.189,0.3,2.109,-0.011,19.378,0.1109277028902987,0.282596867787858,-0.170377984186687,2.85789975910193,3.7,draftkings,0.27027027027027023,-0.09489758839196322,False,False
"Rahm, Jon",19195,0.72795,0.7914843128538116,0.8620689655172414,0.80925,0.044,22.72727272727273,0.051225,19.521717911176182,0.17325,5.772005772005772,0.1972687205387205,5.069227383181192,0.3022,3.3090668431502315,0.3337048415704665,2.99666014821315,0.4972,2.011263073209976,0.5322698783623785,1.8787461786804,0.4967988113275614,2.012887263815645,0.5318403919466921,1.8802633555900223,0.847,0.808,0.295,0.306,2.257,0.015,12.869,0.0774203813515922,0.322327796911052,-0.0014946647658229,2.77485715675276,3.25,unibet,0.3076923076923077,-0.11042358715358722,False,False
"DeChambeau, Bryson",19841,0.49695,0.5508124231917005,0.8130081300813008,0.73095,0.02695,37.10575139146568,0.036,27.77777777777777,0.1142,8.756567425569177,0.144183740079365,6.9355948142942925,0.2107,4.746084480303749,0.252908296055796,3.9540023621027536,0.37525,2.6648900732844774,0.427137669182669,2.3411655589016704,0.3750230375180374,2.6665028543797207,0.4268793234783721,2.342582423181396,0.364,1.065,0.085,0.22,1.733,-0.011,21.258,0.0979808669407419,0.169038237316829,0.0445525710301387,2.92974634198194,3.6,unibet,0.2777777777777778,-0.1335940376984128,False,False
"Scheffler, Scottie",18417,0.76515,0.7998821668081932,0.9009009009009008,0.8123,0.04755,21.03049421661409,0.0752416666666665,13.290508361944877,0.1849,5.408328826392644,0.2526596792328039,3.95789309571072,0.3134,3.190810465858328,0.396309642047767,2.523279511527682,0.5067,1.9735543714229324,0.5895138064250565,1.6963131127737678,0.5051287372349873,1.9796933460445687,0.5876857403238198,1.7015896956237044,0.896,0.705,0.394,0.567,2.562,0.04,8.652,0.0741571192866763,0.304527899247912,-0.128892209681644,2.79677262524756,2.4,bet365,0.4166666666666667,-0.16400698743386277,False,False
